Metabolite	Dilution	Concentration	ChromIntensities	OwnBorderIntensities
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.02	-99.0	-99.0	-99.0
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.05	-99.0	-99.0	-99.0
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.1	-99.0	-99.0	-99.0
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.2	10410.160316000001	25336.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.5	26025.40079	662570.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	1	52050.80158	1568390.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.005	-99.0	-99.0	-99.0
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.01	205.31070350000002	20467.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.02	410.62140700000003	33763.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.05	1026.5535175000002	75204.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.1	2053.1070350000005	144674.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.2	4106.214070000001	221501.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.5	10265.535175	711932.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	1	20531.07035	1368099.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.005	65.76783955	22702.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.01	131.5356791	62501.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.02	263.0713582	82716.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.05	657.6783955000001	195338.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.1	1315.3567910000002	412175.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.2	2630.7135820000003	503194.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.5	6576.783955	2149243.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	1	13153.56791	3893112.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.005	37.001406055000004	13574.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.01	-99.0	-99.0	-99.0
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.02	-99.0	-99.0	-99.0
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.05	370.01406055000007	17734.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.1	740.0281211000001	36365.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.2	1480.0562422000003	94825.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.5	3700.1406055	769746.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	1	7400.281211	1842046.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.005	65.76783955	21098.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.01	131.5356791	51874.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.02	263.0713582	79777.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.05	657.6783955000001	155823.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.1	1315.3567910000002	311122.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.2	2630.7135820000003	400101.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.5	6576.783955	1604348.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	1	13153.56791	3050028.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.005	55.190683799999995	22226.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.01	110.38136759999999	24429.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.02	220.76273519999998	77726.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.05	551.906838	149933.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.1	1103.813676	241932.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.2	2207.627352	412593.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	0.5	5519.06838	1122168.0	NaN
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D	1	11038.13676	1782277.0	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.01	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.02	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.05	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.1	3288.391976	45649.0	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.2	6576.783952	31949.0	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.5	16441.95988	119718.0	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	1	32883.91976	190541.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.01	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.02	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.05	1644.195988	194881.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.1	3288.391976	244719.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.2	6576.783952	282598.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.5	16441.95988	1049223.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	1	32883.91976	1886673.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.005	-99.0	-99.0	-99.0
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.01	-99.0	-99.0	-99.0
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.02	-99.0	-99.0	-99.0
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.05	-99.0	-99.0	-99.0
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.1	463.75736209999997	39996.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.2	927.5147241999999	53902.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.5	2318.7868105	347544.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	1	4637.573621	780012.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.01	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.02	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.05	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.1	1103.813676	39223.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.2	2207.627352	59587.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.5	5519.06838	319704.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	1	11038.13676	599645.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.005	-99.0	-99.0	-99.0
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.01	-99.0	-99.0	-99.0
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.02	-99.0	-99.0	-99.0
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.05	839.4015065	8284.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.1	1678.803013	39213.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.2	3357.606026	27257.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.5	8394.015065	93406.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	1	16788.03013	186870.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.005	-99.0	-99.0	-99.0
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.01	-99.0	-99.0	-99.0
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.02	-99.0	-99.0	-99.0
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.05	-99.0	-99.0	-99.0
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.1	0.1	21072.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.2	0.2	54368.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.5	0.5	245257.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	1	1.0	396559.0	NaN

