Metabolite	Dilution	Concentration	ChromIntensities	OwnBorderIntensities
Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D	0.005	286.3390254	464855.0	NaN
Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D	0.01	572.6780508	1009357.0	NaN
Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D	0.02	1145.3561016	2456787.0	NaN
Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D	0.05	2863.390254	6174319.0	NaN
Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D	0.1	5726.780508	1.4293575E7	NaN
Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D	0.2	11453.561016	3.8400233E7	NaN
Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D	0.5	28633.90254	1.82737719E8	NaN
Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D	1	57267.80508	4.17999857E8	NaN
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.005	-99.0	-99.0	-99.0
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.01	-99.0	-99.0	-99.0
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.02	684.4626968	765877.0	NaN
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.05	1711.1567420000001	2229952.0	NaN
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.1	3422.3134840000002	5081474.0	NaN
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.2	6844.6269680000005	1.4021186E7	NaN
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.5	17111.56742	6.4700258E7	NaN
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	1	34223.13484	1.4398705E8	NaN
Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B	0.005	-99.0	-99.0	-99.0
Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B	0.01	-99.0	-99.0	-99.0
Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B	0.02	-99.0	-99.0	-99.0
Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B	0.05	-99.0	-99.0	-99.0
Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B	0.1	0.1	239402.0	NaN
Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B	0.2	0.2	728129.0	NaN
Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B	0.5	0.5	9042201.0	NaN
Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B	1	1.0	1.9741831E7	NaN
Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D	0.005	-99.0	-99.0	-99.0
Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D	0.01	-99.0	-99.0	-99.0
Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D	0.02	300.71311959999997	621970.0	NaN
Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D	0.05	751.7827990000001	2338741.0	NaN
Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D	0.1	1503.5655980000001	5380849.0	NaN
Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D	0.2	3007.1311960000003	1.5512744E7	NaN
Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D	0.5	7517.82799	6.0275678E7	NaN
Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D	1	15035.65598	1.32510149E8	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.005	-99.0	-99.0	-99.0
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.01	-99.0	-99.0	-99.0
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.02	366.468163	269002.0	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.05	916.1704075	692309.0	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.1	1832.340815	1460438.0	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.2	3664.68163	4317731.0	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.5	9161.704075	3.0664508E7	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	1	18323.40815	5.7135462E7	NaN
Asparagine_(3TMS)_MP_RI:1667_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Asparagine_(3TMS)_MP_RI:1667_IDENT:B+D	0.01	227.0663034	798488.0	NaN
Asparagine_(3TMS)_MP_RI:1667_IDENT:B+D	0.02	454.1326068	732031.0	NaN
Asparagine_(3TMS)_MP_RI:1667_IDENT:B+D	0.05	1135.331517	717676.0	NaN
Asparagine_(3TMS)_MP_RI:1667_IDENT:B+D	0.1	2270.663034	754975.0	NaN
Asparagine_(3TMS)_MP_RI:1667_IDENT:B+D	0.2	4541.326068	1139674.0	NaN
Asparagine_(3TMS)_MP_RI:1667_IDENT:B+D	0.5	11353.31517	3011809.0	NaN
Asparagine_(3TMS)_MP_RI:1667_IDENT:B+D	1	22706.63034	9795002.0	NaN
Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D	0.005	37.27726832	863350.0	NaN
Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D	0.01	74.55453664	1236397.0	NaN
Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D	0.02	149.10907328	1857742.0	NaN
Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D	0.05	372.7726832	4047454.0	NaN
Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D	0.1	745.5453664	8916309.0	NaN
Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D	0.2	1491.0907328	1.8222936E7	NaN
Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D	0.5	3727.726832	6.4392562E7	NaN
Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D	1	7455.453664	9.8988413E7	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.005	-99.0	-99.0	-99.0
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.01	-99.0	-99.0	-99.0
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.02	-99.0	-99.0	-99.0
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.05	-99.0	-99.0	-99.0
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.1	620.8480785	202364.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.2	1241.696157	386947.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.5	3104.2403925	3665361.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	1	6208.480785	1.1968774E7	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.005	-99.0	-99.0	-99.0
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.01	881.8342152	261501.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.02	1763.6684304	553450.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.05	4409.1710760000005	1163295.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.1	8818.342152000001	1492650.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.2	17636.684304000002	1940525.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.5	44091.71076	3596260.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	1	88183.42152	3972977.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.005	-99.0	-99.0	-99.0
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.01	-99.0	-99.0	-99.0
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.02	-99.0	-99.0	-99.0
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.05	4409.1710760000005	1206744.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.1	8818.342152000001	1971245.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.2	17636.684304000002	1743479.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.5	44091.71076	5214112.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	1	88183.42152	8809409.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.005	-99.0	-99.0	-99.0
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.01	-99.0	-99.0	-99.0
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.02	539.9276496	325712.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.05	1349.819124	888696.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.1	2699.638248	2499126.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.2	5399.276496	4377455.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.5	13498.19124	1.4395606E7	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	1	26996.38248	3.6223996E7	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.005	260.2540079	369628.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.01	520.5080158	861750.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.02	1041.0160316	1892859.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.05	2602.5400790000003	6011824.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.1	5205.080158000001	1.4689739E7	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.2	10410.160316000001	3.8959929E7	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.5	26025.40079	1.25486525E8	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	1	52050.80158	2.96592029E8	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.005	-99.0	-99.0	-99.0
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.01	-99.0	-99.0	-99.0
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.02	-99.0	-99.0	-99.0
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.05	-99.0	-99.0	-99.0
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.1	2053.1070350000005	508722.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.2	4106.214070000001	4226400.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.5	10265.535175	2.4464201E7	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	1	20531.07035	6.1284486E7	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.005	65.76783955	2689261.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.01	131.5356791	5725192.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.02	263.0713582	8866780.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.05	657.6783955000001	4.8214587E7	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.1	1315.3567910000002	8.597286E7	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.2	2630.7135820000003	1.28039717E8	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.5	6576.783955	3.8251604E8	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	1	13153.56791	9.02682994E8	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.005	65.76783955	1807191.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.01	131.5356791	4177076.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.02	263.0713582	6616464.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.05	657.6783955000001	2.8048684E7	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.1	1315.3567910000002	5.6108327E7	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.2	2630.7135820000003	9.5604686E7	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.5	6576.783955	2.8804874E8	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	1	13153.56791	6.72263826E8	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.005	164.4195988	1.2277173E7	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.01	328.8391976	3.1513437E7	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.02	657.6783952	4.6818672E7	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.05	1644.195988	1.42845853E8	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.1	3288.391976	3.49191371E8	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.2	6576.783952	7.26538725E8	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.5	16441.95988	2.115038653E9	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	1	32883.91976	3.821246992E9	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.005	164.4195988	2935910.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.01	328.8391976	7596929.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.02	657.6783952	1.1964203E7	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.05	1644.195988	3.2976344E7	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.1	3288.391976	8.1656484E7	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.2	6576.783952	1.5710299E8	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.5	16441.95988	4.34632869E8	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	1	32883.91976	9.01158112E8	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.01	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.02	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.05	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.1	1103.813676	53155.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.2	2207.627352	177635.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.5	5519.06838	743683.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	1	11038.13676	3620940.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.005	83.94015064999999	1082015.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.01	167.88030129999999	1852533.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.02	335.76060259999997	3475231.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.05	839.4015065	8877656.0	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.1	1678.803013	1.8899892E7	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.2	3357.606026	4.148659E7	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	0.5	8394.015065	1.17174254E8	NaN
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D	1	16788.03013	2.4443757E8	NaN
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.005	277.53108349999997	2580032.0	NaN
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.01	555.0621669999999	6029108.0	NaN
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.02	1110.1243339999999	1.1409624E7	NaN
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.05	2775.310835	2.9974472E7	NaN
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.1	5550.62167	6.1554051E7	NaN
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.2	11101.24334	1.26604293E8	NaN
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.5	27753.10835	3.95258897E8	NaN
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	1	55506.2167	8.09878077E8	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.005	456.03794235000004	976162.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.01	912.0758847000001	2574818.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.02	1824.1517694000001	4508975.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.05	4560.3794235000005	9537415.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.1	9120.758847000001	2.0784849E7	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.2	18241.517694000002	2.1903901E7	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.5	45603.794235	4.5762236E7	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	1	91207.58847	3.9984801E7	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.005	65.76783955	115242.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.01	131.5356791	580909.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.02	263.0713582	1308722.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.05	657.6783955000001	5949061.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.1	1315.3567910000002	1.63564E7	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.2	2630.7135820000003	3.5660954E7	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.5	6576.783955	1.11336657E8	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	1	13153.56791	2.56320503E8	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.005	-99.0	-99.0	-99.0
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.01	-99.0	-99.0	-99.0
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.02	0.02	592484.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.05	0.05	3387192.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.1	0.1	1.0736886E7	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.2	0.2	2.3213207E7	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.5	0.5	7.1352475E7	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	1	1.0	1.57538817E8	NaN
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.005	-99.0	-99.0	-99.0
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.01	-99.0	-99.0	-99.0
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.02	-99.0	-99.0	-99.0
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.05	-99.0	-99.0	-99.0
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.1	1461.6463990000002	6042175.0	NaN
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.2	2923.2927980000004	1.2601157E7	NaN
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.5	7308.231995	3.0129062E7	NaN
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	1	14616.46399	5.1896783E7	NaN
Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C	0.005	-99.0	-99.0	-99.0
Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C	0.01	-99.0	-99.0	-99.0
Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C	0.02	-99.0	-99.0	-99.0
Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C	0.05	-99.0	-99.0	-99.0
Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C	0.1	-99.0	-99.0	-99.0
Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C	0.2	10857.615938	594381.0	NaN
Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C	0.5	27144.039845	2.011978E7	NaN
Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C	1	54288.07969	4.6804509E7	NaN

